index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
2127.0,B10Fe78Mo12,RMG,B,Fe,Mo,0,0,0,0,0,3,10.0,78.0,12.0,0.0,0.0,0.0,0.0,0.0
2142.0,B10Fe83.5Si6.5,CRA,B,Fe,Si,0,0,0,0,0,3,10.0,83.5,6.5,0.0,0.0,0.0,0.0,0.0
2166.0,B10Ni30Zr60,RMG,B,Ni,Zr,0,0,0,0,0,3,10.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0
2210.0,B12C5Fe83,RMG,B,C,Fe,0,0,0,0,0,3,12.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0
2253.0,B12Fe20Mn68,CRA,B,Fe,Mn,0,0,0,0,0,3,12.0,20.0,68.0,0.0,0.0,0.0,0.0,0.0
2286.0,B12Fe82Nd6,RMG,B,Fe,Nd,0,0,0,0,0,3,12.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0
2298.0,B12Fe85Ni3,CRA,B,Fe,Ni,0,0,0,0,0,3,12.0,85.0,3.0,0.0,0.0,0.0,0.0,0.0
2319.0,B13Fe75Si12,RMG,B,Fe,Si,0,0,0,0,0,3,13.0,75.0,12.0,0.0,0.0,0.0,0.0,0.0
2328.0,B13Fe85Si2,CRA,B,Fe,Si,0,0,0,0,0,3,13.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0
2336.0,B14.8Ni81.5P3.7,RMG,B,Ni,P,0,0,0,0,0,3,14.8,81.5,3.7,0.0,0.0,0.0,0.0,0.0
2366.0,B14Fe71Mn15,RMG,B,Fe,Mn,0,0,0,0,0,3,14.0,71.0,15.0,0.0,0.0,0.0,0.0,0.0
2380.0,B14Fe79V7,RMG,B,Fe,V,0,0,0,0,0,3,14.0,79.0,7.0,0.0,0.0,0.0,0.0,0.0
2394.0,B14Fe84Si2,RMG,B,Fe,Si,0,0,0,0,0,3,14.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0
2422.0,B15Fe67.5Si17.5,RMG,B,Fe,Si,0,0,0,0,0,3,15.0,67.5,17.5,0.0,0.0,0.0,0.0,0.0
2426.0,B15Fe74.5Si10.5,RMG,B,Fe,Si,0,0,0,0,0,3,15.0,74.5,10.5,0.0,0.0,0.0,0.0,0.0
2429.0,B15Fe75Zr10,RMG,B,Fe,Zr,0,0,0,0,0,3,15.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0
2438.0,B15Fe80Si5,RMG,B,Fe,Si,0,0,0,0,0,3,15.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0
2445.0,B15Fe83Zr2,RMG,B,Fe,Zr,0,0,0,0,0,3,15.0,83.0,2.0,0.0,0.0,0.0,0.0,0.0
2476.0,B16Co43.5Mn40.5,RMG,B,Co,Mn,0,0,0,0,0,3,16.0,43.5,40.5,0.0,0.0,0.0,0.0,0.0
2495.0,B16Cr14Fe70,RMG,B,Cr,Fe,0,0,0,0,0,3,16.0,14.0,70.0,0.0,0.0,0.0,0.0,0.0
2506.0,B16Fe25Ni59,RMG,B,Fe,Ni,0,0,0,0,0,3,16.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0
2559.0,B17.5Fe66Nd16.5,RMG,B,Fe,Nd,0,0,0,0,0,3,17.5,66.0,16.5,0.0,0.0,0.0,0.0,0.0
2586.0,B17Co3Fe80,RMG,B,Co,Fe,0,0,0,0,0,3,17.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0
2619.0,B17Fe77P6,RMG,B,Fe,P,0,0,0,0,0,3,17.0,77.0,6.0,0.0,0.0,0.0,0.0,0.0
2626.0,B17Fe80.5Mo2.5,RMG,B,Fe,Mo,0,0,0,0,0,3,17.0,80.5,2.5,0.0,0.0,0.0,0.0,0.0
2640.0,B17Mo75Si8,RMG,B,Mo,Si,0,0,0,0,0,3,17.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0
2642.0,B17Nb11.5Ni71.5,RMG,B,Nb,Ni,0,0,0,0,0,3,17.0,11.5,71.5,0.0,0.0,0.0,0.0,0.0
2671.0,B18C16Ni66,RMG,B,C,Ni,0,0,0,0,0,3,18.0,16.0,66.0,0.0,0.0,0.0,0.0,0.0
2696.0,B18Fe72Ni10,RMG,B,Fe,Ni,0,0,0,0,0,3,18.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0
2712.0,B19Fe22Ni59,RMG,B,Fe,Ni,0,0,0,0,0,3,19.0,22.0,59.0,0.0,0.0,0.0,0.0,0.0
2715.0,B19Fe61Ni20,RMG,B,Fe,Ni,0,0,0,0,0,3,19.0,61.0,20.0,0.0,0.0,0.0,0.0,0.0
2726.0,B1Cu50Zr49,RMG,B,Cu,Zr,0,0,0,0,0,3,1.0,50.0,49.0,0.0,0.0,0.0,0.0,0.0
2729.0,B1Cu75Zr24,CRA,B,Cu,Zr,0,0,0,0,0,3,1.0,75.0,24.0,0.0,0.0,0.0,0.0,0.0
2731.0,B1Fe92Zr7,RMG,B,Fe,Zr,0,0,0,0,0,3,1.0,92.0,7.0,0.0,0.0,0.0,0.0,0.0
2746.0,B2.5Fe92Zr5.5,RMG,B,Fe,Zr,0,0,0,0,0,3,2.5,92.0,5.5,0.0,0.0,0.0,0.0,0.0
2762.0,B20Co30Cr50,RMG,B,Co,Cr,0,0,0,0,0,3,20.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0
2784.0,B20Co60Fe20,RMG,B,Co,Fe,0,0,0,0,0,3,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0
2790.0,B20Co65Cr15,RMG,B,Co,Cr,0,0,0,0,0,3,20.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0
2798.0,B20Co72.5Si7.5,RMG,B,Co,Si,0,0,0,0,0,3,20.0,72.5,7.5,0.0,0.0,0.0,0.0,0.0
2827.0,B20Fe15Ni65,RMG,B,Fe,Ni,0,0,0,0,0,3,20.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0
2855.0,B20Fe73.5W6.5,RMG,B,Fe,W,0,0,0,0,0,3,20.0,73.5,6.5,0.0,0.0,0.0,0.0,0.0
2857.0,B20Fe74Mn6,RMG,B,Fe,Mn,0,0,0,0,0,3,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0
2861.0,B20Fe75Ni5,RMG,B,Fe,Ni,0,0,0,0,0,3,20.0,75.0,5.0,0.0,0.0,0.0,0.0,0.0
2882.0,B20Mo65Si15,CRA,B,Mo,Si,0,0,0,0,0,3,20.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0
2892.0,B20Ni76Si4,RMG,B,Ni,Si,0,0,0,0,0,3,20.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0
2899.0,B21Fe75Si4,RMG,B,Fe,Si,0,0,0,0,0,3,21.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0
2905.0,B22.5Fe70Si7.5,RMG,B,Fe,Si,0,0,0,0,0,3,22.5,70.0,7.5,0.0,0.0,0.0,0.0,0.0
2906.0,B22.5Fe72.5Si5,RMG,B,Fe,Si,0,0,0,0,0,3,22.5,72.5,5.0,0.0,0.0,0.0,0.0,0.0
2985.0,B25Co70Fe5,RMG,B,Co,Fe,0,0,0,0,0,3,25.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0
2991.0,B25Fe5Mo70,RMG,B,Fe,Mo,0,0,0,0,0,3,25.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0
3002.0,B26C2Ni72,CRA,B,C,Ni,0,0,0,0,0,3,26.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0
3016.0,B28C16Ni56,RMG,B,C,Ni,0,0,0,0,0,3,28.0,16.0,56.0,0.0,0.0,0.0,0.0,0.0
3074.0,B2Fe91Zr7,RMG,B,Fe,Zr,0,0,0,0,0,3,2.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0
3093.0,B32Co44Mn24,RMG,B,Co,Mn,0,0,0,0,0,3,32.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0
3095.0,B32Co47Mn21,RMG,B,Co,Mn,0,0,0,0,0,3,32.0,47.0,21.0,0.0,0.0,0.0,0.0,0.0
3111.0,B36C4Co60,RMG,B,C,Co,0,0,0,0,0,3,36.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0
3129.0,B40C6Ni54,CRA,B,C,Ni,0,0,0,0,0,3,40.0,6.0,54.0,0.0,0.0,0.0,0.0,0.0
3142.0,B46C20Ni34,RMG,B,C,Ni,0,0,0,0,0,3,46.0,20.0,34.0,0.0,0.0,0.0,0.0,0.0
3146.0,B4Cr10Fe86,RMG,B,Cr,Fe,0,0,0,0,0,3,4.0,10.0,86.0,0.0,0.0,0.0,0.0,0.0
3162.0,B4Fe80P16,RMG,B,Fe,P,0,0,0,0,0,3,4.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0
3200.0,B5Co85Zr10,RMG,B,Co,Zr,0,0,0,0,0,3,5.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0
3227.0,B5Mo90Si5,CRA,B,Mo,Si,0,0,0,0,0,3,5.0,90.0,5.0,0.0,0.0,0.0,0.0,0.0
3245.0,B6Cu15Fe79,CRA,B,Cu,Fe,0,0,0,0,0,3,6.0,15.0,79.0,0.0,0.0,0.0,0.0,0.0
3251.0,B6Fe74Mo20,CRA,B,Fe,Mo,0,0,0,0,0,3,6.0,74.0,20.0,0.0,0.0,0.0,0.0,0.0
3261.0,B6Fe81.5Si12.5,CRA,B,Fe,Si,0,0,0,0,0,3,6.0,81.5,12.5,0.0,0.0,0.0,0.0,0.0
3270.0,B6Fe84Mo10,CRA,B,Fe,Mo,0,0,0,0,0,3,6.0,84.0,10.0,0.0,0.0,0.0,0.0,0.0
3283.0,B6Fe91Mn3,CRA,B,Fe,Mn,0,0,0,0,0,3,6.0,91.0,3.0,0.0,0.0,0.0,0.0,0.0
3290.0,B7.5Cu15Zr77.5,CRA,B,Cu,Zr,0,0,0,0,0,3,7.5,15.0,77.5,0.0,0.0,0.0,0.0,0.0
3303.0,B7.5Ni76.5Si16,CRA,B,Ni,Si,0,0,0,0,0,3,7.5,76.5,16.0,0.0,0.0,0.0,0.0,0.0
3319.0,B8C12Co80,CRA,B,C,Co,0,0,0,0,0,3,8.0,12.0,80.0,0.0,0.0,0.0,0.0,0.0
3359.0,B8Fe81P11,RMG,B,Fe,P,0,0,0,0,0,3,8.0,81.0,11.0,0.0,0.0,0.0,0.0,0.0
3366.0,B8Fe83P9,RMG,B,Fe,P,0,0,0,0,0,3,8.0,83.0,9.0,0.0,0.0,0.0,0.0,0.0
3375.0,B8Fe89Mn3,CRA,B,Fe,Mn,0,0,0,0,0,3,8.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0
3379.0,B8Fe91Ni1,CRA,B,Fe,Ni,0,0,0,0,0,3,8.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0
3396.0,B9Fe81P10,RMG,B,Fe,P,0,0,0,0,0,3,9.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0
3429.0,Be20Nb15Zr65,CRA,Be,Nb,Zr,0,0,0,0,0,3,20.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0
3432.0,Be20Si15Ti65,CRA,Be,Si,Ti,0,0,0,0,0,3,20.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0
3448.0,Be35Nb5Zr60,RMG,Be,Nb,Zr,0,0,0,0,0,3,35.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0
3486.0,C10Ni75Si15,CRA,C,Ni,Si,0,0,0,0,0,3,10.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0
3535.0,C14Mo28Ni58,CRA,C,Mo,Ni,0,0,0,0,0,3,14.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0
3540.0,C15Co75Si10,CRA,C,Co,Si,0,0,0,0,0,3,15.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0
3563.0,C16Co60Cr24,CRA,C,Co,Cr,0,0,0,0,0,3,16.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0
3572.0,C16Co74Mo10,CRA,C,Co,Mo,0,0,0,0,0,3,16.0,74.0,10.0,0.0,0.0,0.0,0.0,0.0
3583.0,C17.5Fe72.5P10,RMG,C,Fe,P,0,0,0,0,0,3,17.5,72.5,10.0,0.0,0.0,0.0,0.0,0.0
3601.0,C18Co60Cr22,CRA,C,Co,Cr,0,0,0,0,0,3,18.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0
3619.0,C18Cr40Fe42,RMG,C,Cr,Fe,0,0,0,0,0,3,18.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0
3620.0,C18Fe62Mo20,RMG,C,Fe,Mo,0,0,0,0,0,3,18.0,62.0,20.0,0.0,0.0,0.0,0.0,0.0
3649.0,C20Co56Mo24,RMG,C,Co,Mo,0,0,0,0,0,3,20.0,56.0,24.0,0.0,0.0,0.0,0.0,0.0
3687.0,C22Fe66W12,RMG,C,Fe,W,0,0,0,0,0,3,22.0,66.0,12.0,0.0,0.0,0.0,0.0,0.0
3690.0,C22Fe74W4,CRA,C,Fe,W,0,0,0,0,0,3,22.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0
3698.0,C5Co70Si25,CRA,C,Co,Si,0,0,0,0,0,3,5.0,70.0,25.0,0.0,0.0,0.0,0.0,0.0
3723.0,C6Fe90W4,CRA,C,Fe,W,0,0,0,0,0,3,6.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0
3756.0,Ca40Mg25Cu35,BMG,Ca,Mg,Cu,0,0,0,0,0,3,40.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0
3783.0,Ca5Cu5Mg90,CRA,Ca,Cu,Mg,0,0,0,0,0,3,5.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0
3787.0,Ca60Ga10Mg30,RMG,Ca,Ga,Mg,0,0,0,0,0,3,60.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0
3808.0,Ca65Mg25Cu10,BMG,Ca,Mg,Cu,0,0,0,0,0,3,65.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0
3812.0,Ca7.5Cu10Mg82.5,RMG,Ca,Cu,Mg,0,0,0,0,0,3,7.5,10.0,82.5,0.0,0.0,0.0,0.0,0.0
3813.0,Ca7.5Cu36La56.5,RMG,Ca,Cu,La,0,0,0,0,0,3,7.5,36.0,56.5,0.0,0.0,0.0,0.0,0.0
3840.0,Ce15Cu20Mg65,RMG,Ce,Cu,Mg,0,0,0,0,0,3,15.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0
3877.0,Co10Pd70Si20,RMG,Co,Pd,Si,0,0,0,0,0,3,10.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0
3905.0,Co3.5Ni74.5P22,CRA,Co,Ni,P,0,0,0,0,0,3,3.5,74.5,22.0,0.0,0.0,0.0,0.0,0.0
3912.0,Co30Ni20Zr50,RMG,Co,Ni,Zr,0,0,0,0,0,3,30.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0
3925.0,Co54Fe36Zr10,RMG,Co,Fe,Zr,0,0,0,0,0,3,54.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0
3955.0,Co71Cr12Zr17,RMG,Co,Cr,Zr,0,0,0,0,0,3,71.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0
3967.0,Co74.5Mo13Zr12.5,RMG,Co,Mo,Zr,0,0,0,0,0,3,74.5,13.0,12.5,0.0,0.0,0.0,0.0,0.0
3970.0,Co74.8Mo20Zr5.2,RMG,Co,Mo,Zr,0,0,0,0,0,3,74.8,20.0,5.2,0.0,0.0,0.0,0.0,0.0
3975.0,Co75.6Gd8.4Mo16,RMG,Co,Gd,Mo,0,0,0,0,0,3,75.6,8.4,16.0,0.0,0.0,0.0,0.0,0.0
3993.0,Co78Cr11.2Zr10.8,RMG,Co,Cr,Zr,0,0,0,0,0,3,78.0,11.2,10.8,0.0,0.0,0.0,0.0,0.0
4002.0,Co79Cr10.6Zr10.4,RMG,Co,Cr,Zr,0,0,0,0,0,3,79.0,10.6,10.4,0.0,0.0,0.0,0.0,0.0
4034.0,Co83.5V10Zr6.5,RMG,Co,V,Zr,0,0,0,0,0,3,83.5,10.0,6.5,0.0,0.0,0.0,0.0,0.0
4091.0,Cr20Ni26.4Zr53.6,RMG,Cr,Ni,Zr,0,0,0,0,0,3,20.0,26.4,53.6,0.0,0.0,0.0,0.0,0.0
4123.0,Cr5Ni75P20,RMG,Cr,Ni,P,0,0,0,0,0,3,5.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0
4169.0,Cu10Ni30Ti60,RMG,Cu,Ni,Ti,0,0,0,0,0,3,10.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0
4175.0,Cu10Ni60Ti30,CRA,Cu,Ni,Ti,0,0,0,0,0,3,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0
4188.0,Cu12Ni67P21,CRA,Cu,Ni,P,0,0,0,0,0,3,12.0,67.0,21.0,0.0,0.0,0.0,0.0,0.0
4204.0,Cu15La30Mg55,CRA,Cu,La,Mg,0,0,0,0,0,3,15.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0
4223.0,Cu15Pd69Si16,RMG,Cu,Pd,Si,0,0,0,0,0,3,15.0,69.0,16.0,0.0,0.0,0.0,0.0,0.0
4229.0,Cu1Mg84Y15,RMG,Cu,Mg,Y,0,0,0,0,0,3,1.0,84.0,15.0,0.0,0.0,0.0,0.0,0.0
4236.0,Cu20Hf30Ni50,RMG,Cu,Hf,Ni,0,0,0,0,0,3,20.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0
4247.0,Cu20La30Mg50,RMG,Cu,La,Mg,0,0,0,0,0,3,20.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0
4291.0,Cu25Mg70Y5,RMG,Cu,Mg,Y,0,0,0,0,0,3,25.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0
4294.0,Cu25Ni25Ti50,RMG,Cu,Ni,Ti,0,0,0,0,0,3,25.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0
4310.0,Cu2Ni80P18,RMG,Cu,Ni,P,0,0,0,0,0,3,2.0,80.0,18.0,0.0,0.0,0.0,0.0,0.0
4341.0,Cu30Mg69Y1,RMG,Cu,Mg,Y,0,0,0,0,0,3,30.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0
4357.0,Cu32.5La52.5Sr15,RMG,Cu,La,Sr,0,0,0,0,0,3,32.5,52.5,15.0,0.0,0.0,0.0,0.0,0.0
4415.0,Cu40.9Mg27.3Ca31.8,BMG,Cu,Mg,Ca,0,0,0,0,0,3,40.9,27.3,31.8,0.0,0.0,0.0,0.0,0.0
4418.0,Cu40.9Mg40.9Ca18.2,CRA,Cu,Mg,Ca,0,0,0,0,0,3,40.9,40.9,18.2,0.0,0.0,0.0,0.0,0.0
4426.0,Cu40Hf50Ni10,RMG,Cu,Hf,Ni,0,0,0,0,0,3,40.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0
4439.0,Cu40Mg55Nd5,RMG,Cu,Mg,Nd,0,0,0,0,0,3,40.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0
4440.0,Cu40Mg55Y5,RMG,Cu,Mg,Y,0,0,0,0,0,3,40.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0
4450.0,Cu40Ni40Zr20,CRA,Cu,Ni,Zr,0,0,0,0,0,3,40.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0
4464.0,Cu45.5Mg45.5Ca9.0,CRA,Cu,Mg,Ca,0,0,0,0,0,3,45.5,45.5,9.0,0.0,0.0,0.0,0.0,0.0
4470.0,Cu45Ni10Ti45,RMG,Cu,Ni,Ti,0,0,0,0,0,3,45.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0
4532.0,Cu54.5Mg18.2Ca27.3,BMG,Cu,Mg,Ca,0,0,0,0,0,3,54.5,18.2,27.3,0.0,0.0,0.0,0.0,0.0
4563.0,Cu57Nb20Zr23,RMG,Cu,Nb,Zr,0,0,0,0,0,3,57.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0
4580.0,Cu5Ni20Zr75,CRA,Cu,Ni,Zr,0,0,0,0,0,3,5.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0
4600.0,Cu60Zr30Ti10,BMG,Cu,Zr,Ti,0,0,0,0,0,3,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0
4604.0,Cu67Ni17P16,RMG,Cu,Ni,P,0,0,0,0,0,3,67.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0
4616.0,Cu73Ni11P16,RMG,Cu,Ni,P,0,0,0,0,0,3,73.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0
4664.0,Fe28Pd2Zr70,RMG,Fe,Pd,Zr,0,0,0,0,0,3,28.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0
4667.0,Fe29.7Ni3.3Zr67,RMG,Fe,Ni,Zr,0,0,0,0,0,3,29.7,3.3,67.0,0.0,0.0,0.0,0.0,0.0
4673.0,Fe33Ni0.1Zr66.9,RMG,Fe,Ni,Zr,0,0,0,0,0,3,33.0,0.1,66.9,0.0,0.0,0.0,0.0,0.0
4679.0,Fe40Ni40P20,RMG,Fe,Ni,P,0,0,0,0,0,3,40.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0
4707.0,Fe80P15Si5,RMG,Fe,P,Si,0,0,0,0,0,3,80.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0
4708.0,Fe80P16Si4,RMG,Fe,P,Si,0,0,0,0,0,3,80.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0
4718.0,Fe88Gd2Zr10,RMG,Fe,Gd,Zr,0,0,0,0,0,3,88.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
4729.0,Fe89.946Si0.054Zr10,RMG,Fe,Si,Zr,0,0,0,0,0,3,89.946,0.054,10.0,0.0,0.0,0.0,0.0,0.0
4757.0,Ge1Nb80Si19,RMG,Ge,Nb,Si,0,0,0,0,0,3,1.0,80.0,19.0,0.0,0.0,0.0,0.0,0.0
4772.0,Hf40Si15Zr45,RMG,Hf,Si,Zr,0,0,0,0,0,3,40.0,15.0,45.0,0.0,0.0,0.0,0.0,0.0
4775.0,Hf43Nb42Si15,RMG,Hf,Nb,Si,0,0,0,0,0,3,43.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0
4781.0,Hf49Nb36Si15,RMG,Hf,Nb,Si,0,0,0,0,0,3,49.0,36.0,15.0,0.0,0.0,0.0,0.0,0.0
4793.0,Hf55Si15V30,RMG,Hf,Si,V,0,0,0,0,0,3,55.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0
4804.0,Hf60Si15V25,RMG,Hf,Si,V,0,0,0,0,0,3,60.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0
4812.0,Hf64Nb21Si15,RMG,Hf,Nb,Si,0,0,0,0,0,3,64.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0
4831.0,Hf73Nb12Si15,RMG,Hf,Nb,Si,0,0,0,0,0,3,73.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0
4849.0,Hf82Nb3Si15,RMG,Hf,Nb,Si,0,0,0,0,0,3,82.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
4858.0,Ir1Ni59Ta40,RMG,Ir,Ni,Ta,0,0,0,0,0,3,1.0,59.0,40.0,0.0,0.0,0.0,0.0,0.0
4870.0,La15Mg55Ni30,RMG,La,Mg,Ni,0,0,0,0,0,3,15.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0
4876.0,La20Mg35Ni45,RMG,La,Mg,Ni,0,0,0,0,0,3,20.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0
4880.0,La20Mg60Ni20,RMG,La,Mg,Ni,0,0,0,0,0,3,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0
4908.0,La5Mg80Ni15,RMG,La,Mg,Ni,0,0,0,0,0,3,5.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0
4931.0,Mg30Nd40Ni30,RMG,Mg,Nd,Ni,0,0,0,0,0,3,30.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0
4935.0,Mg35Nd25Ni40,RMG,Mg,Nd,Ni,0,0,0,0,0,3,35.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0
4942.0,Mg40Ni40Y20,CRA,Mg,Ni,Y,0,0,0,0,0,3,40.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0
4951.0,Mg50Nd25Ni25,RMG,Mg,Nd,Ni,0,0,0,0,0,3,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
4953.0,Mg50Nd35Ni15,RMG,Mg,Nd,Ni,0,0,0,0,0,3,50.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0
4977.0,Mg60Ni23.6La16.4,BMG,Mg,Ni,La,0,0,0,0,0,3,60.0,23.6,16.4,0.0,0.0,0.0,0.0,0.0
4978.0,Mg60Ni25Y15,RMG,Mg,Ni,Y,0,0,0,0,0,3,60.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0
4989.0,Mg65Cu20Y15,BMG,Mg,Cu,Y,0,0,0,0,0,3,65.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0
4998.0,Mg65Nd10Ni25,RMG,Mg,Nd,Ni,0,0,0,0,0,3,65.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0
5006.0,Mg65Ni25Y10,RMG,Mg,Ni,Y,0,0,0,0,0,3,65.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0
5048.0,Mg75Ag20Ca5,BMG,Mg,Ag,Ca,0,0,0,0,0,3,75.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0
5084.0,Mg88.5Mn4Y7.5,RMG,Mg,Mn,Y,0,0,0,0,0,3,88.5,4.0,7.5,0.0,0.0,0.0,0.0,0.0
5090.0,Mg90Nd5Ni5,CRA,Mg,Nd,Ni,0,0,0,0,0,3,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
5100.0,Mn1Pd79Si20,RMG,Mn,Pd,Si,0,0,0,0,0,3,1.0,79.0,20.0,0.0,0.0,0.0,0.0,0.0
5158.0,Nb30Si15Ti55,RMG,Nb,Si,Ti,0,0,0,0,0,3,30.0,15.0,55.0,0.0,0.0,0.0,0.0,0.0
5168.0,Nb35Ni60Ta5,RMG,Nb,Ni,Ta,0,0,0,0,0,3,35.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0
5193.0,Nb55Si20Zr25,RMG,Nb,Si,Zr,0,0,0,0,0,3,55.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0
5200.0,Nb65Si15Ti20,RMG,Nb,Si,Ti,0,0,0,0,0,3,65.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0
5207.0,Nb70Si15Zr15,RMG,Nb,Si,Zr,0,0,0,0,0,3,70.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0
5226.0,Ni10Si20Ti70,CRA,Ni,Si,Ti,0,0,0,0,0,3,10.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0
5271.0,Ni26.4V20Zr53.6,RMG,Ni,V,Zr,0,0,0,0,0,3,26.4,20.0,53.6,0.0,0.0,0.0,0.0,0.0
5275.0,Ni28Si16Ti56,RMG,Ni,Si,Ti,0,0,0,0,0,3,28.0,16.0,56.0,0.0,0.0,0.0,0.0,0.0
5323.0,Ni40V20Zr40,RMG,Ni,V,Zr,0,0,0,0,0,3,40.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0
5347.0,Ni50Si30Ti20,CRA,Ni,Si,Ti,0,0,0,0,0,3,50.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0
