index,Formula,Phase,state,batch
5253,Ni24P20Pd56,RMG,No Procesado,11
5254,Ni24P20Pt56,RMG,No Procesado,2
5255,Ni24P2Zr74,RMG,No Procesado,18
5256,Ni24P4Zr72,RMG,No Procesado,6
5257,Ni24P6Zr70,RMG,No Procesado,4
5258,Ni24P8Zr68,RMG,No Procesado,13
5259,Ni24Si1Zr75,RMG,No Procesado,7
5260,Ni24Si2Zr74,RMG,No Procesado,6
5261,Ni24Si4Zr72,RMG,No Procesado,19
5262,Ni24Si6Zr70,RMG,No Procesado,12
5263,Ni24Si8Zr68,RMG,No Procesado,8
5264,Ni24V25Zr51,RMG,No Procesado,3
5265,Ni25Si10Ti65,RMG,No Procesado,18
5266,Ni25Si15Ti60,RMG,No Procesado,11
5267,Ni25Si20Ti55,CRA,No Procesado,1
5268,Ni25Si5Ti70,RMG,No Procesado,15
5269,Ni25V10Zr65,RMG,No Procesado,19
5270,Ni26.4Ti20Zr53.6,RMG,No Procesado,4
5271,Ni26.4V20Zr53.6,RMG,No Procesado,16
5272,Ni26.7Pd56.8Si16.5,RMG,No Procesado,13
5273,Ni28.05Ti15Zr56.95,RMG,No Procesado,2
5274,Ni28.05V15Zr56.95,RMG,No Procesado,20
5275,Ni28Si16Ti56,RMG,No Procesado,16
5276,Ni29.2Pd54.3Si16.5,RMG,No Procesado,7
5277,Ni29.7Ti10Zr60.3,RMG,No Procesado,8
5278,Ni29.7V10Zr60.3,RMG,No Procesado,1
5279,Ni29V20Zr51,RMG,No Procesado,3
5280,Ni30P25Pt45,RMG,No Procesado,1
5281,Ni30Si10Ti60,RMG,No Procesado,19
5282,Ni30Si15Ti55,RMG,No Procesado,3
5283,Ni30Si20Ti50,RMG,No Procesado,4
5284,Ni30Si30Ti40,CRA,No Procesado,5
5285,Ni30Si40Ti30,CRA,No Procesado,2
5286,Ni30Si5Ti65,RMG,No Procesado,1
5287,Ni30V10Zr60,RMG,No Procesado,4
5288,Ni31.35Ti5Zr63.65,RMG,No Procesado,13
5289,Ni31.35V5Zr63.65,RMG,No Procesado,15
5290,Ni31V5Zr64,RMG,No Procesado,3
5291,Ni32.8Pd49.2Si18,RMG,No Procesado,6
5292,Ni32P20Pt48,CRA,No Procesado,7
5293,Ni32Si20Ti48,RMG,No Procesado,9
5294,Ni32Si4Ti64,RMG,No Procesado,8
5295,Ni33Ti0.05Zr66.95,RMG,No Procesado,8
5296,Ni33Ti0.15Zr66.85,RMG,No Procesado,4
5297,Ni33Ti0.1Zr66.9,RMG,No Procesado,3
5298,Ni33Ti0.2Zr66.8,RMG,No Procesado,20
5299,Ni33V0.05Zr66.95,RMG,No Procesado,13
5300,Ni33V0.15Zr66.85,RMG,No Procesado,2
5301,Ni33V0.1Zr66.9,RMG,No Procesado,18
5302,Ni33V0.2Zr66.8,RMG,No Procesado,12
5303,Ni34P18Pd48,RMG,No Procesado,10
5304,Ni35Pd48.5Si16.5,RMG,No Procesado,14
5305,Ni35Si10Ti55,RMG,No Procesado,15
5306,Ni35Si15Ti50,RMG,No Procesado,4
5307,Ni35Si20Ti45,RMG,No Procesado,15
5308,Ni35Si5Ti60,RMG,No Procesado,4
5309,Ni36.5P27Pd36.5,RMG,No Procesado,14
5310,Ni37.5P25Pd37.5,RMG,No Procesado,7
5311,Ni37.5P25Pt37.5,RMG,No Procesado,10
5312,Ni37P26Pd37,RMG,No Procesado,6
5313,Ni37V25Zr38,RMG,No Procesado,7
5314,Ni38.5P23Pd38.5,RMG,No Procesado,13
5315,Ni4.2Pd79.3Si16.5,RMG,No Procesado,17
5316,Ni40P20Pt40,RMG,No Procesado,9
5317,Ni40Pd43.5Si16.5,RMG,No Procesado,18
5318,Ni40Si10Ti50,RMG,No Procesado,10
5319,Ni40Si15Ti45,RMG,No Procesado,4
5320,Ni40Si20Ti40,RMG,No Procesado,11
5321,Ni40Si30Ti30,CRA,No Procesado,5
5322,Ni40Si5Ti55,RMG,No Procesado,8
5323,Ni40V20Zr40,RMG,No Procesado,16
5324,Ni41.5P17Pd41.5,RMG,No Procesado,5
5325,Ni41P18Pd41,RMG,No Procesado,9
5326,Ni42.5P15Pd42.5,RMG,No Procesado,5
5327,Ni43.4Pd40.1Si16.5,RMG,No Procesado,7
5328,Ni43P14Pd43,RMG,No Procesado,1
5329,Ni45P10Pd45,RMG,No Procesado,17
5330,Ni45P25Pt30,RMG,No Procesado,20
5331,Ni45Si10Ti45,CRA,No Procesado,4
5332,Ni45Si15Ti40,RMG,No Procesado,7
5333,Ni45Si5Ti50,CRA,No Procesado,6
5334,Ni45V10Zr45,RMG,No Procesado,17
5335,Ni45V25Zr30,RMG,No Procesado,10
5336,Ni46V30Zr24,RMG,No Procesado,9
5337,Ni47V30Zr23,RMG,No Procesado,1
5338,Ni48P20Pt32,RMG,No Procesado,4
5339,Ni48Si20Ti32,RMG,No Procesado,4
5340,Ni48V20Zr32,RMG,No Procesado,3
5341,Ni49.2Pd32.8Si18,RMG,No Procesado,17
5342,Ni49P2Zr49,RMG,No Procesado,9
5343,Ni50.1Pd33.4Si16.5,RMG,No Procesado,1
5344,Ni50.5V25Zr24.5,RMG,No Procesado,10
5345,Ni50Si10Ti40,RMG,No Procesado,8
5346,Ni50Si20Ti30,CRA,No Procesado,7
5347,Ni50Si30Ti20,CRA,No Procesado,16
5348,Ni50Si5Ti45,CRA,No Procesado,9
5349,Ni50Ti30Zr20,RMG,No Procesado,10
5350,Ni50V25Zr25,RMG,No Procesado,3
5351,Ni52.5P25Pt22.5,RMG,No Procesado,3
5352,Ni53V20Zr27,RMG,No Procesado,4
5353,Ni54V20Zr26,RMG,No Procesado,14
5354,Ni55P10Pd35,RMG,No Procesado,7
5355,Ni55Si5Ti40,RMG,No Procesado,5
5356,Ni55V10Zr35,RMG,No Procesado,7
5357,Ni56P20Pd24,RMG,No Procesado,11
5358,Ni56P20Pt24,RMG,No Procesado,9
5359,Ni58.5Pd25Si16.5,CRA,No Procesado,20
5360,Ni59Pd1Ta40,RMG,No Procesado,12
5361,Ni59Pd1Zr40,RMG,No Procesado,13
5362,Ni59Ru1Ta40,RMG,No Procesado,3
5363,Ni5P19Pd76,RMG,No Procesado,12
5364,Ni5Si10Ti85,CRA,No Procesado,12
5365,Ni5Si15Ti80,RMG,No Procesado,6
5366,Ni5Si20Ti75,CRA,No Procesado,11
5367,Ni6.7Pd76.8Si16.5,RMG,No Procesado,10
5368,Ni60Nb20Zr20,BMG,No Procesado,3
5369,Ni60Nb25Zr15,BMG,No Procesado,8
5370,Ni60Nb30Ta10,BMG,No Procesado,12
5371,Ni60Nb30Zr10,BMG,No Procesado,7
5372,Ni60Nb35Sn5,BMG,No Procesado,1
5373,Ni60Nb35Zr5,BMG,No Procesado,7
5374,Ni60P20Pd20,RMG,No Procesado,8
5375,Ni60P25Pt15,CRA,No Procesado,7
5376,Ni60V10Zr30,RMG,No Procesado,12
5377,Ni62P18Ta20,RMG,No Procesado,9
5378,Ni63P20Pd17,RMG,No Procesado,12
5379,Ni64P20Pt16,RMG,No Procesado,3
5380,Ni64Si20Ti16,RMG,No Procesado,20
5381,Ni65P20Ti15,RMG,No Procesado,12
5382,Ni65P5Ta30,RMG,No Procesado,1
5383,Ni67P20Ti13,RMG,No Procesado,16
5384,Ni70P20Ti10,RMG,No Procesado,3
5385,Ni72P18Ta10,RMG,No Procesado,12
5386,Ni72P20Pd8,RMG,No Procesado,9
5387,Ni72P20Pt8,CRA,No Procesado,15
5388,Ni75P18W7,RMG,No Procesado,12
5389,Ni75P20Ti5,RMG,No Procesado,12
5390,Ni75P5Ta20,RMG,No Procesado,19
5391,Ni76P20Ti4,RMG,No Procesado,20
5392,Ni77P18W5,RMG,No Procesado,6
5393,Ni77P20Ti3,RMG,No Procesado,9
5394,Ni8.2Pd73.8Si18,RMG,No Procesado,15
5395,Ni80P18W2,RMG,No Procesado,12
5396,Ni85P5Ta10,RMG,No Procesado,13
5397,Ni8P20Pd72,RMG,No Procesado,7
5398,P19Pd61Ti20,RMG,No Procesado,6
5399,P19Pd65Ti16,RMG,No Procesado,19
5400,P19Pd73Ti8,RMG,No Procesado,14
5401,P19Pd79Ti2,RMG,No Procesado,14
5402,Pd16Ni64P20,BMG,No Procesado,11
5403,Pd32Ni48P20,BMG,No Procesado,17
5404,Pd40Cu40P20,BMG,No Procesado,1
5405,Pd48Ni32P20,BMG,No Procesado,1
5406,Pd56Fe24P20,BMG,No Procesado,17
5407,Pd58.8Si20.6U20.6,RMG,No Procesado,10
5408,Pd60Cu20P20,BMG,No Procesado,12
5409,Pd60Ni15P25,BMG,No Procesado,12
5410,Pd64Fe16P20,BMG,No Procesado,18
5411,Pd64Ni16P20,BMG,No Procesado,3
5412,Pd71.5Cu12Si16.5,BMG,No Procesado,17
5413,Pd73.5Cu10Si16.5,BMG,No Procesado,4
5414,Pd73Fe7Si20,BMG,No Procesado,4
5415,Pd76.8Rh6.7Si16.5,CRA,No Procesado,13
5416,Pd76Au6Si18,BMG,No Procesado,20
5417,Pd77.5Cu6Si16.5,BMG,No Procesado,7
5418,Pd77Cu6Si17,BMG,No Procesado,2
5419,Pd78Cu6Si16,BMG,No Procesado,7
5420,Pd79.3Rh4.2Si16.5,RMG,No Procesado,11
5421,Pd79.5Cu4Si16.5,BMG,No Procesado,18
5422,Pd81.5Cu2Si16.5,BMG,No Procesado,10
5423,Pd81.8Rh1.7Si16.5,RMG,No Procesado,8
5424,Pr55Al25Co20,BMG,No Procesado,12
5425,Pr68Cu25Al7,BMG,No Procesado,3
5426,Pt60Ni15P25,BMG,No Procesado,8
5427,Ru10Si15Zr75,RMG,No Procesado,15
5428,Si10Ti10Zr80,RMG,No Procesado,15
5429,Si10Ti15Zr75,RMG,No Procesado,4
5430,Si10Ti20Zr70,RMG,No Procesado,10
5431,Si10Ti24Zr66,RMG,No Procesado,7
5432,Si10Ti70V20,CRA,No Procesado,13
5433,Si10Ti85V5,CRA,No Procesado,14
5434,Si15Ta10Ti75,RMG,No Procesado,16
5435,Si15Ta10Zr75,RMG,No Procesado,16
5436,Si15Ta20Ti65,RMG,No Procesado,16
5437,Si15Ta20Zr65,RMG,No Procesado,13
5438,Si15Ta30Ti55,RMG,No Procesado,4
5439,Si15Ta30Zr55,RMG,No Procesado,4
5440,Si15Ta40Ti45,RMG,No Procesado,6
5441,Si15Ta40Zr45,RMG,No Procesado,20
5442,Si15Ti10Zr75,RMG,No Procesado,6
5443,Si15Ti15Zr70,RMG,No Procesado,12
5444,Si15Ti20Zr65,RMG,No Procesado,18
5445,Si15Ti25Zr60,RMG,No Procesado,1
5446,Si15Ti30Zr55,RMG,No Procesado,13
5447,Si15Ti35Zr50,RMG,No Procesado,18
5448,Si15Ti40Zr45,RMG,No Procesado,8
5449,Si15Ti45V40,RMG,No Procesado,17
5450,Si15Ti45Zr40,RMG,No Procesado,13
5451,Si15Ti50V35,CRA,No Procesado,3
5452,Si15Ti50Zr35,RMG,No Procesado,16
5453,Si15Ti55V30,RMG,No Procesado,11
5454,Si15Ti55Zr30,RMG,No Procesado,3
5455,Si15Ti5Zr80,RMG,No Procesado,7
5456,Si15Ti60V25,RMG,No Procesado,17
5457,Si15Ti60Zr25,RMG,No Procesado,16
5458,Si15Ti65V20,RMG,No Procesado,20
5459,Si15Ti65Zr20,RMG,No Procesado,16
5460,Si15Ti70V15,RMG,No Procesado,7
5461,Si15Ti70Zr15,RMG,No Procesado,12
5462,Si15Ti75V10,RMG,No Procesado,11
5463,Si15Ti75Zr10,RMG,No Procesado,20
5464,Si15Ti80V5,RMG,No Procesado,18
5465,Si15Ti80Zr5,RMG,No Procesado,12
5466,Si15Ti9Zr76,RMG,No Procesado,16
5467,Si15V10Zr75,RMG,No Procesado,18
5468,Si15V20Zr65,RMG,No Procesado,7
5469,Si15V30Zr55,RMG,No Procesado,2
5470,Si15V40Zr45,RMG,No Procesado,14
5471,Si15W10Zr75,RMG,No Procesado,1
5472,Si20Ti15Zr65,RMG,No Procesado,13
5473,Si20Ti20Zr60,RMG,No Procesado,13
5474,Si20Ti25Zr55,RMG,No Procesado,11
5475,Si20Ti60V20,CRA,No Procesado,8
5476,Si20Ti70V10,RMG,No Procesado,15
5477,Si20Ti75V5,RMG,No Procesado,9
5478,Si20Ti9Zr71,RMG,No Procesado,1
5479,Si25Ti15Zr60,RMG,No Procesado,12
5480,Si25Ti20Zr55,RMG,No Procesado,11
5481,Si25Ti25Zr50,RMG,No Procesado,1
5482,Si25Ti8Zr67,RMG,No Procesado,7
5483,Si30Ti15Zr55,RMG,No Procesado,19
5484,Si30Ti20Zr50,RMG,No Procesado,2
5485,Si30Ti26Zr44,RMG,No Procesado,16
5486,Si30Ti8Zr62,RMG,No Procesado,3
5487,Si35Ti15Zr50,RMG,No Procesado,20
5488,Si35Ti20Zr45,RMG,No Procesado,1
5489,Si35Ti26Zr39,RMG,No Procesado,11
5490,Si35Ti8Zr57,RMG,No Procesado,7
5491,Si40Ti15Zr45,RMG,No Procesado,20
5492,Si40Ti20Zr40,RMG,No Procesado,9
5493,Si40Ti26Zr34,RMG,No Procesado,19
5494,Si40Ti8Zr52,RMG,No Procesado,9
5495,Si45Ti15Zr40,RMG,No Procesado,9
5496,Si45Ti20Zr35,RMG,No Procesado,2
5497,Si45Ti25Zr30,RMG,No Procesado,19
5498,Si45Ti8Zr47,RMG,No Procesado,17
5499,Si50Ti15Zr35,RMG,No Procesado,19
5500,Si50Ti20Zr30,RMG,No Procesado,1
5501,Si50Ti25Zr25,RMG,No Procesado,12
5502,Si50Ti8Zr42,RMG,No Procesado,20
5503,Si55Ti15Zr30,RMG,No Procesado,18
5504,Si55Ti20Zr25,RMG,No Procesado,7
5505,Si55Ti24Zr21,RMG,No Procesado,15
5506,Si55Ti9Zr36,RMG,No Procesado,8
5507,Si5Ti12Zr83,RMG,No Procesado,2
5508,Si5Ti15Zr80,RMG,No Procesado,4
5509,Si5Ti20Zr75,RMG,No Procesado,12
5510,Si5Ti23Zr72,RMG,No Procesado,13
5511,Si60Ti15Zr25,RMG,No Procesado,14
5512,Si60Ti20Zr20,RMG,No Procesado,12
5513,Si60Ti24Zr16,RMG,No Procesado,10
5514,Si60Ti9Zr31,RMG,No Procesado,14
5515,Si65Ti10Zr25,RMG,No Procesado,17
5516,Si65Ti15Zr20,RMG,No Procesado,12
5517,Si65Ti20Zr15,RMG,No Procesado,15
5518,Si65Ti23Zr12,RMG,No Procesado,7
5519,Si6Sn9Zr85,RMG,No Procesado,1
5520,Si70Ti11Zr19,RMG,No Procesado,20
5521,Si70Ti15Zr15,RMG,No Procesado,4
5522,Si70Ti20Zr10,RMG,No Procesado,16
5523,Si70Ti22Zr8,RMG,No Procesado,12
5524,Si75Ti12Zr13,RMG,No Procesado,8
5525,Si75Ti15Zr10,RMG,No Procesado,9
5526,Si75Ti20Zr5,RMG,No Procesado,17
5527,Si75Ti22Zr3,RMG,No Procesado,4
5528,Si80Ti14Zr6,RMG,No Procesado,5
5529,Si80Ti15Zr5,RMG,No Procesado,7
5530,Si82Ti8Zr10,CRA,No Procesado,20
5531,Si84Ti6Zr10,CRA,No Procesado,9
5532,Si86Ti4Zr10,CRA,No Procesado,17
5533,Si88Ti2Zr10,CRA,No Procesado,16
5534,Sm55Al25Co20,BMG,No Procesado,1
5535,Sr60Mg18Zn22,BMG,No Procesado,1
5536,Ta42Ni36Co22,BMG,No Procesado,16
5537,Tb55Al25Co20,BMG,No Procesado,15
5538,Ti45Zr20Be35,BMG,No Procesado,7
5539,Ti50Cu42.5Ni7.5,BMG,No Procesado,8
5540,Tm55Al25Co20,BMG,No Procesado,9
5541,W46Ru37B17,BMG,No Procesado,1
5542,Y55Al25Co20,BMG,No Procesado,3
5543,Y56Al24Co20,BMG,No Procesado,13
5544,Y60Fe30Al10,BMG,No Procesado,17
5545,Y6Fe72B22,BMG,No Procesado,18
5546,Zr45Ti21Ni34,BMG,No Procesado,18
5547,Zr47Cu46Al7,BMG,No Procesado,5
5548,Zr50Cu25Be25,BMG,No Procesado,13
5549,Zr50Cu38Ag12,BMG,No Procesado,1
5550,Zr50Cu40Ag10,BMG,No Procesado,13
5551,Zr50Cu43Ag7,BMG,No Procesado,10
5552,Zr50Cu45Ag5,BMG,No Procesado,9
5553,Zr50Cu48Ag2,BMG,No Procesado,19
5554,Zr53Ni23.5Al23.5,BMG,No Procesado,15
5555,Zr55.8Ni24.8Al19.4,BMG,No Procesado,18
5556,Zr55Al20Co25,BMG,No Procesado,20
5557,Zr55Al25Co20,BMG,No Procesado,2
5558,Zr58Ni26.6Al15.4,BMG,No Procesado,1
5559,Zr60Al15Ni25,BMG,No Procesado,13
5560,Zr65Cu12.5Be22.5,BMG,No Procesado,7
5561,Zr66Al8Ni26,BMG,No Procesado,20
5562,(Ce0.72Cu0.28)75Al10Fe15,BMG,No Procesado,15
5563,(Ce0.72Cu0.28)85Al10Fe5,BMG,No Procesado,7
5564,(Cu0.5Zr0.425Ti0.075)99Si1,BMG,No Procesado,6
5565,(Cu0.5Zr0.425Ti0.075)99Sn1,BMG,No Procesado,16
5566,(Cu0.6Hf0.25Ti0.15)92Nb8,BMG,No Procesado,2
5567,(Cu0.6Hf0.25Ti0.15)94Nb6,BMG,No Procesado,11
5568,(Cu0.6Hf0.25Ti0.15)96Nb4,BMG,No Procesado,11
5569,(Cu0.6Hf0.25Ti0.15)98Nb2,BMG,No Procesado,16
5570,(Cu0.5Zr0.43Al0.07)98.5Si1.5,BMG,No Procesado,4
5571,(Cu0.5Zr0.43Al0.07)98Si2,BMG,No Procesado,12
5572,(Cu0.5Zr0.43Al0.07)99.5Si0.5,BMG,No Procesado,6
5573,(Cu0.5Zr0.43Al0.07)99Si1,BMG,No Procesado,9
5574,(Cu0.5Zr0.5)86Al7Be7,BMG,No Procesado,20
5575,(Cu0.5Zr0.5)90Al7Gd3,BMG,No Procesado,10
5576,(Cu0.5Zr0.5)92Al7Gd1,BMG,No Procesado,10
5577,(Cu0.6Zr0.3Ti0.1)90Be10,BMG,No Procesado,2
5578,(Cu0.6Zr0.3Ti0.1)98Y2,BMG,No Procesado,10
5579,(Cu0.6Zr0.3Ti0.1)99Sn1,BMG,No Procesado,10
5580,(Fe0.75B0.15Si0.10)96Nb4,BMG,No Procesado,2
5581,(Fe0.75B0.15Si0.10)98Nb2,BMG,No Procesado,19
5582,(Fe0.75B0.15Si0.10)99Nb1,BMG,No Procesado,17
5583,(Fe0.75B0.15Si0.10)99Zr1,BMG,No Procesado,12
5584,(Fe0.75B0.2Si0.05)96Nb4,BMG,No Procesado,10
5585,(Fe0.72Mo0.04B0.24)93Dy7,BMG,No Procesado,8
5586,(Fe0.72Mo0.04B0.24)94Dy6,BMG,No Procesado,9
5587,(Fe0.72Mo0.04B0.24)95Dy5,BMG,No Procesado,3
5588,(Fe0.72Mo0.04B0.24)96Dy4,BMG,No Procesado,14
5589,(Fe0.8Co0.2)71Nb6B23,BMG,No Procesado,11
5590,(Mg0.65Cu0.25Gd0.1)95Ti5,BMG,No Procesado,14
5591,(Mg0.65Cu0.25Gd0.1)97Sn3,BMG,No Procesado,1
5592,(Mg0.65Cu0.25Gd0.1)97Ti3,BMG,No Procesado,6
5593,(Mg0.65Cu0.25Gd0.1)99Sn1,BMG,No Procesado,18
5594,(Mg0.65Cu0.25Gd0.1)99Ti1,BMG,No Procesado,19
5595,(Ni0.75B0.2Si0.05)96Nb4,BMG,No Procesado,7
5596,Ag30.8Mg23.1Ca30.7Cu15.4,BMG,No Procesado,19
5597,Ag30.8Mg30.8Ca30.7Cu7.7,BMG,No Procesado,14
5598,Ag38.4Mg30.8Ca23.1Cu7.7,BMG,No Procesado,1
5599,Ag38.4Mg38.5Ca15.4Cu7.7,BMG,No Procesado,3
5600,Ag38.5Mg23Ca30.8Cu7.7,BMG,No Procesado,5
5601,Ag46.2Mg15.4Ca30.7Cu7.7,BMG,No Procesado,5
5602,Ag46.2Mg23.1Ca23Cu7.7,BMG,No Procesado,8
5603,Ag50Mg11.5Ca30.8Cu7.7,BMG,No Procesado,15
5604,Ag50Mg19.2Ca23.1Cu7.7,BMG,No Procesado,10
5605,Ag53.8Mg15.4Ca23.1Cu7.7,BMG,No Procesado,2
5606,Ag53.8Mg23.1Ca15.4Cu7.7,BMG,No Procesado,15
5607,Ag53.8Mg7.7Ca30.8Cu7.7,BMG,No Procesado,10
5608,Al86Ni9La2.5Ce2.5,BMG,No Procesado,8
5609,Al88Ni9Ce2Fe1,BMG,No Procesado,11
5610,Au46Ag5Cu29Si20,BMG,No Procesado,17
5611,Au52Pd2.3Cu29.2Si16.5,BMG,No Procesado,12
5612,Au70Cu5.5Ag7.5Si17,BMG,No Procesado,17
5613,Ca47Mg19Zn7Cu27,BMG,No Procesado,17
5614,Ca50Mg10Zn15Cu25,BMG,No Procesado,8
5615,Ca50Mg15Zn10Cu25,BMG,No Procesado,14
5616,Ca50Mg20Zn5Cu25,BMG,No Procesado,9
5617,Ca50Mg25Zn15Cu10,BMG,No Procesado,19
5618,Ca55Mg11Zn11Cu23,BMG,No Procesado,13
5619,Ca65Li9.96Mg8.54Zn16.5,BMG,No Procesado,4
5620,Ca65Mg8.31Li9.69Zn17,BMG,No Procesado,2
5621,Ce60Al15Ni15Cu10,BMG,No Procesado,6
5622,Ce68Al10Cu20Co2,BMG,No Procesado,13
5623,Ce68Al10Cu20Fe2,BMG,No Procesado,18
5624,Ce68Al10Cu20Nb2,BMG,No Procesado,10
5625,Ce68Al10Cu20Ni2,BMG,No Procesado,2
5626,Ce69.5Al10Cu20Co0.5,BMG,No Procesado,12
5627,Ce69.8Al10Cu20Co0.2,BMG,No Procesado,12
5628,Ce69Al10Cu20Co1,BMG,No Procesado,4
5629,Ce70Al10Cu10Ni10,BMG,No Procesado,10
5630,Co43Fe20Ta5.5B31.5,BMG,No Procesado,4
5631,Cu34Zr50Ag8Al8,BMG,No Procesado,17
5632,Cu35Ag25Zr30Ti10,BMG,No Procesado,2
5633,Cu38Zr46Ag8Al8,BMG,No Procesado,4
5634,Cu40Ag20Zr30Ti10,BMG,No Procesado,18
5635,Cu40Zr40Ag10Al10,BMG,No Procesado,12
5636,Cu40Zr44Ag8Al8,BMG,No Procesado,2
5637,Cu42Zr42Ag8Al8,BMG,No Procesado,12
5638,Cu43Zr40Ag7Ti10,BMG,No Procesado,15
5639,Cu43Zr43Ag7In7,BMG,No Procesado,10
5640,Cu43Zr43Ag7Ti7,BMG,No Procesado,7
5641,Cu43Zr43Al7Ag7,BMG,No Procesado,11
5642,Cu43Zr43Al7Be7,BMG,No Procesado,5
5643,Cu44Zr44Ag6Al6,BMG,No Procesado,5
5644,Cu45Ag15Zr30Ti10,BMG,No Procesado,14
5645,Cu45Zr15Ag10Hf30,BMG,No Procesado,3
5646,Cu45Zr25Ag10Hf20,BMG,No Procesado,1
5647,Cu45Zr35Ag10Hf10,BMG,No Procesado,7
5648,Cu45Zr45Ag3Al7,BMG,No Procesado,13
5649,Cu45Zr45Ag5Al5,BMG,No Procesado,3
5650,Cu45Zr45Ag7Al3,BMG,No Procesado,4
5651,Cu46.4Ag11.6Zr35Ti7,BMG,No Procesado,15
5652,Cu46Zr37Al7Y10,BMG,No Procesado,14
5653,Cu46Zr42Al7Y5,BMG,No Procesado,12
5654,Cu46Zr44Al7Y3,BMG,No Procesado,13
5655,Cu46Zr45Al7Y2,BMG,No Procesado,19
5656,Cu47Ni13Zr30Ti10,BMG,No Procesado,7
5657,Cu47Zr43Al7Ag3,BMG,No Procesado,7
5658,Cu47Zr43Al7Be3,BMG,No Procesado,13
5659,Cu49Zr36Ag10Ti5,BMG,No Procesado,8
5660,Cu50Ag10Zr30Ti10,BMG,No Procesado,8
5661,Cu54Ag6Zr33Ti7,BMG,No Procesado,9
5662,Cu55Ag5Zr30Ti10,BMG,No Procesado,11
5663,Cu55Ni5Zr30Ti10,BMG,No Procesado,11
5664,Cu55Zr30Ti10Co5,BMG,No Procesado,19
5665,Cu60Zr20Hf10Ti10,BMG,No Procesado,15
5666,Cu60Zr29Ti10Sn1,BMG,No Procesado,15
5667,Dy40Y16Al24Co20,BMG,No Procesado,9
5668,Dy46Y10Al24Co20,BMG,No Procesado,9
5669,Er36Y20Al24Co20,BMG,No Procesado,20
5670,Er50Al24Co20Y6,BMG,No Procesado,3
5671,Fe55.8Co14.2Nb6B24,BMG,No Procesado,12
5672,Fe56.05Co13.45Nb5.5B25,BMG,No Procesado,1
5673,Fe56.8Co14.2Nb5B24,BMG,No Procesado,7
5674,Fe56Co16Y6B22,BMG,No Procesado,15
5675,Fe58Co14Y6B22,BMG,No Procesado,18
5676,Fe60Co12Y6B22,BMG,No Procesado,11
5677,Fe62Co10Y6B22,BMG,No Procesado,15
5678,Fe64Co8Y6B22,BMG,No Procesado,19
5679,Fe66Co6Y6B22,BMG,No Procesado,12
5680,Fe66W6Y6B22,BMG,No Procesado,2
5681,Fe67Mo5Y6B22,BMG,No Procesado,4
5682,Fe67Ni5Y6B22,BMG,No Procesado,3
5683,Fe67W5Y6B22,BMG,No Procesado,14
5684,Fe68Co4Y6B22,BMG,No Procesado,14
5685,Fe68Mo4Y6B22,BMG,No Procesado,18
5686,Fe68Ni4Y6B22,BMG,No Procesado,18
5687,Fe68W4Y6B22,BMG,No Procesado,7
5688,Fe69Mo3Y6B22,BMG,No Procesado,7
5689,Fe69Ni3Y6B22,BMG,No Procesado,14
5690,Fe69W3Y6B22,BMG,No Procesado,3
5691,Fe70Co2Y6B22,BMG,No Procesado,11
5692,Fe70Mo2Y6B22,BMG,No Procesado,4
5693,Fe70Ni2Y6B22,BMG,No Procesado,7
5694,Fe70W2Y6B22,BMG,No Procesado,10
5695,Fe71Mo1Y6B22,BMG,No Procesado,3
5696,Fe71Ni1Y6B22,BMG,No Procesado,9
5697,Fe71W1Y6B22,BMG,No Procesado,11
5698,Fe72Nb4B20Si4,BMG,No Procesado,19
5699,Fe72W1Y5B22,BMG,No Procesado,6
5700,Fe72W2Y4B22,BMG,No Procesado,19
5701,Fe72W3Y3B22,BMG,No Procesado,15
5702,Fe73Nb4Hf3Y0B20,BMG,No Procesado,9
5703,Fe74Nb6Y3B17,BMG,No Procesado,17
5704,Fe76Si9B10P5,BMG,No Procesado,1
5705,Gd36Al24Co20Y20,BMG,No Procesado,17
5706,Gd40Y16Al24Co20,BMG,No Procesado,14
5707,Gd55Al25Cu10Co10,BMG,No Procesado,6
5708,Gd55Ni22Mn3Al20,BMG,No Procesado,16
5709,Hf47Cu29.25Ni9.75Al14,BMG,No Procesado,3
5710,Hf48Cu29.25Ni9.75Al13,BMG,No Procesado,17
5711,Hf51Cu27.75Ni9.25Al12,BMG,No Procesado,4
5712,Ho30Al24Co20Y26,BMG,No Procesado,15
5713,Ho35Y21Al24Co20,BMG,No Procesado,12
5714,Ho39Al25Co20Y16,BMG,No Procesado,14
5715,Ho40Al22Co22Y16,BMG,No Procesado,17
5716,La55.4Al18.4Cu13.1Ni13.1,BMG,No Procesado,20
5717,La55Al15Ag10Cu20,BMG,No Procesado,19
5718,La55Al17.5Ag7.5Cu20,BMG,No Procesado,2
5719,La55Al20Ag5Cu20,BMG,No Procesado,8
5720,La55Al25Ag5Cu15,BMG,No Procesado,6
5721,La55Al25Ni10Cu10,BMG,No Procesado,20
5722,La55Al25Ni15Cu5,BMG,No Procesado,2
5723,La55Al25Ni5Cu15,BMG,No Procesado,1
5724,La56.5Al17.9Cu13.1Ni13.1,BMG,No Procesado,11
5725,La57.6Al17.5Cu12.45Ni12.45,BMG,No Procesado,5
5726,La58.6Al17.0Cu12.2Ni12.2,BMG,No Procesado,10
5727,La59.6Al16.6Cu12.2Ni12.2,BMG,No Procesado,19
